id,max_level,mpp,ppm,type,exp_strategy,tumor_percentage
7e223f66-e75d-4f4c-9879-bddfddd3b157,15,0.50,1994017.946161516,TS1,Tissue Slide,0
194e107a-fb7d-4dd9-b306-d2669289067d,16,0.50,1994017.946161516,TS1,Tissue Slide,0
cab7f9c7-4a76-4ff1-a0ea-a82e863e64d4,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
19d14a46-f768-458c-a955-32887c8cf940,16,0.25,4061738.424045492,TS1,Tissue Slide,0
dea32429-97d7-4347-aefc-94d160d3d140,15,0.50,1994017.946161516,TS1,Tissue Slide,0
c02204a2-edb1-4ab2-9db9-4fe9bf902a3b,14,0.50,1994017.946161516,TS1,Tissue Slide,0
470ec595-3ef4-45b2-9fd1-483b3f9b19a2,15,0.50,1994017.946161516,BS1,Tissue Slide,0
5e109bc9-3ca6-4c7a-b7e0-c0fd7ec77a58,15,0.50,1994017.946161516,TS1,Tissue Slide,0
113f83b8-49db-461c-a7ae-07b56e9712ce,15,0.50,1994017.946161516,TS1,Tissue Slide,0
d7482672-bb9c-4099-951e-5650b5a00299,15,0.50,1994017.946161516,TS1,Tissue Slide,0
930b7116-4663-49ee-b31c-0090035819f1,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
6b8fde92-fbb1-4908-872b-ec1e99d36544,15,0.50,1994017.946161516,TS1,Tissue Slide,0
2b1ea880-d706-48dc-8ba0-c7fcaddcb164,16,0.50,1994017.946161516,BS1,Tissue Slide,0
f65da6a4-8fee-4708-a262-d45499a8ae88,14,0.50,1994017.946161516,TS1,Tissue Slide,0
77f1d6bb-8896-4547-a122-d30bf23325fa,15,0.50,1994017.946161516,BS1,Tissue Slide,0
1ae8be5c-54c0-4115-abcf-eb3948fd33e0,15,0.50,1994017.946161516,TS1,Tissue Slide,0
1b95a728-a6f7-413e-8f06-1030bf6e078e,15,0.25,4070004.07000407,TS1,Tissue Slide,0
bf345521-59ec-4604-af62-d368cfbd25eb,15,0.25,4070004.07000407,TS1,Tissue Slide,0
611fcc11-bf56-4b59-89a4-7a176de17c2b,15,0.50,1994017.946161516,BS1,Tissue Slide,0
1db1a634-119a-44ed-928f-8260892d4258,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
c45a821b-3047-4a5f-bed0-fa26922d3be7,16,0.50,1994017.946161516,TS1,Tissue Slide,0
4ed1a195-cd52-4d67-9501-e21e6f18cb1e,15,0.50,1994017.946161516,BS1,Tissue Slide,0
30541f5b-cef2-41db-90b0-802fbd76cb0f,16,0.50,1994017.946161516,TS1,Tissue Slide,0
8eb97383-f394-4df5-aa9a-3bacbcec3fe3,15,0.50,1994017.946161516,BS1,Tissue Slide,0
c5c06aeb-1144-4311-a8d8-945e3ca6bf00,15,0.50,1994017.946161516,BS1,Tissue Slide,0
92b24eda-7931-4fdc-8ae9-81f5a80b4cd5,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
11673905-8930-462b-a2d8-864d0be3d3a1,15,0.50,1986491.8553833934,TS1,Tissue Slide,0
2116a32b-8bcb-458c-b3a0-3c218188d2a5,16,0.25,4061738.424045492,TS1,Tissue Slide,0
48e79d15-20aa-4ca7-8cc8-86dd6c04f9f3,14,0.50,1994017.946161516,TS1,Tissue Slide,0
b69855d0-98ff-44e5-92d4-b486fea042d4,14,0.50,1994017.946161516,TS1,Tissue Slide,0
8d8e36e1-bc9b-4e57-abf3-f4267097ce0a,15,0.50,1994017.946161516,BS1,Tissue Slide,0
e0e8c0f7-9ce3-4013-a36b-e810632f42b5,16,0.50,1994017.946161516,BS1,Tissue Slide,0
acedba9f-6220-4b7b-9d04-602093c6b459,14,0.50,1994017.946161516,TS1,Tissue Slide,0
08414b47-d116-48b2-a9b6-ca0b20228430,14,0.50,1994017.946161516,TS1,Tissue Slide,0
74a80693-d9f5-4204-8641-de0ddd5dafd4,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
53ab7dc2-6afe-42f4-bdf7-598abb4f935f,14,0.50,1994017.946161516,BS1,Tissue Slide,0
2076ec04-e48a-4de1-a3ea-1aa2d2e06883,15,0.50,1994017.946161516,BS1,Tissue Slide,0
495e76c3-da6d-4c56-8548-848c3033fb38,15,0.50,1994017.946161516,TS1,Tissue Slide,0
2dd64aff-b5de-464c-bfaf-efcc08d7491a,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
5f088338-2cc7-4e46-97e7-9b92ccb06108,16,0.50,1994017.946161516,TS1,Tissue Slide,0
942218e4-b1ef-40bc-963d-1ea5b37b208a,15,0.50,1994017.946161516,BS1,Tissue Slide,0
bf8acaa8-b580-4c51-8c97-c74041dbfb56,15,0.50,1994017.946161516,TS1,Tissue Slide,0
f802e8f4-4f49-4e19-ae55-7e6ece98ad74,15,0.50,1994017.946161516,TS1,Tissue Slide,0
3300b287-04a9-44f4-b6a5-46c68534c006,16,0.50,1994017.946161516,BS1,Tissue Slide,0
131bef8a-1433-4d69-8466-01ced35d58b8,14,0.50,1994017.946161516,TS1,Tissue Slide,0
f8625479-0fbf-4406-b426-85b03efa8548,16,0.50,1994017.946161516,TS1,Tissue Slide,0
ae1b4ae6-bfa7-4173-8966-4422c75679df,15,0.50,1994017.946161516,BS1,Tissue Slide,0
8eefc18c-5cea-457f-8b88-f6e1c1497845,15,0.25,4070004.07000407,TS1,Tissue Slide,0
334baa96-62df-4db7-88d6-bcec200bd5fa,15,0.50,1994017.946161516,BS1,Tissue Slide,0
b82f894b-a7bc-4057-8172-c18bbf7f2838,15,0.50,1994017.946161516,TS1,Tissue Slide,0
2fd6bcbd-8006-452d-8767-d0af6fdf65bd,14,0.50,1994017.946161516,BS1,Tissue Slide,0
d79dad1f-ff09-4a1d-8cff-2f24384e6235,16,0.50,1999600.0799840032,BS01,Tissue Slide,0
5e482260-d07d-416c-8820-5499bd05755f,15,0.50,1999600.0799840032,TS01,Tissue Slide,0
7c2e54d4-ef00-4f4f-8849-427a0e64c7e9,15,0.25,4070004.07000407,TS1,Tissue Slide,0
63a0722a-71bc-46c9-8720-bd7ec65f2e4c,14,0.50,1994017.946161516,TS1,Tissue Slide,0
479e3e42-d99d-4d06-9e9a-e96bcaacc20a,15,0.50,1994017.946161516,BS1,Tissue Slide,0
e451cad2-5671-4251-81ec-700879091820,16,0.25,4070004.07000407,TS1,Tissue Slide,0
a47ee6b8-db6e-4283-85b1-d174ab519b42,16,0.50,1994017.946161516,TS1,Tissue Slide,0
27f351f1-f02a-40a1-9fb1-8e3ecc351c09,16,0.50,1994017.946161516,TS1,Tissue Slide,0
9c75f5ab-5d5e-436d-aca3-27ea1c35a507,14,0.50,1994017.946161516,TS1,Tissue Slide,0
1062c10a-3b4a-45a3-a66c-b80486d1f20a,14,0.50,1994017.946161516,BS1,Tissue Slide,0
4a18f3c9-579e-4c48-8556-cb9efe84c242,15,0.25,4070004.07000407,TS1,Tissue Slide,0
7ed1f000-5f4a-4ecc-87c6-670df0994e37,14,0.50,1994017.946161516,TS1,Tissue Slide,0
e81b75b0-3ad4-481e-bea3-cd89d9b38394,15,0.50,1994017.946161516,TS1,Tissue Slide,0
7a1a5a32-2e21-44b0-9248-8ac90ff5aa84,15,0.50,1994017.946161516,TS1,Tissue Slide,0
81843907-542c-43a7-84c6-3c7e6af15a8b,16,0.25,4070004.07000407,TS1,Tissue Slide,0
8e7c875c-b629-45d5-8922-aba2800adb2a,15,0.50,1994017.946161516,TS1,Tissue Slide,0
58df7c7f-fb52-41af-86cc-db67e78dfbcc,15,0.50,1994017.946161516,BS1,Tissue Slide,0
b10ecdcf-4cb6-4d68-990e-e1c3cc7fbdbb,15,0.50,1994017.946161516,TS1,Tissue Slide,0
b4758413-a034-4d02-9cbf-209d043ad52f,15,0.50,1994017.946161516,TS1,Tissue Slide,0
f43e07c1-0b6a-4866-98cd-2dcc2ca67391,15,0.50,1994017.946161516,BS1,Tissue Slide,0
acf42566-35ac-4913-8187-445d83fb9ff9,16,0.50,1994017.946161516,TS1,Tissue Slide,0
2908ac70-541d-4521-9cf5-83e1178263ea,15,0.25,4070004.07000407,TS1,Tissue Slide,0
aa6d1a8e-39fe-4e9e-9f3f-abdbb63cc269,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
748011e0-bb01-4826-9bc3-64f6205f1785,15,0.50,1994017.946161516,BS1,Tissue Slide,0
b0307717-b682-411b-bfcc-4353abaa5b12,16,0.50,1994017.946161516,TS1,Tissue Slide,0
6aedaf4f-0459-4bc6-ac3f-5935d5cbee90,15,0.25,4070004.07000407,TS1,Tissue Slide,0
b31706c9-cdd7-430d-a51d-76e9fa7156b7,16,0.50,1994017.946161516,BS1,Tissue Slide,0
23a85c6e-e7a2-4e8e-8ac3-7a7fcf7160ea,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
6a5fab69-2d99-46b6-81d6-be60d60d6802,16,0.25,4070004.07000407,TS1,Tissue Slide,0
0eb7eeb6-514f-45a5-9be4-420288fda0b3,16,0.50,1994017.946161516,BS1,Tissue Slide,0
bc13bc4e-3154-4940-bc32-429da889e299,15,0.50,1994017.946161516,TS1,Tissue Slide,0
0d61e846-5f28-4a0f-a9e8-2545d560b03f,16,0.50,2017349.203147065,TS1,Tissue Slide,0
183d2828-4ad5-41d3-8757-a2593f1e7ca3,15,0.50,1994017.946161516,TS1,Tissue Slide,0
0b0c8d4f-9f5a-4b76-b26d-623277797151,14,0.50,1994017.946161516,TS1,Tissue Slide,0
f9e7d00d-a7f3-469f-9d68-5c7bb701902d,14,0.50,1994017.946161516,BS1,Tissue Slide,0
d8d4b534-1ae5-4f37-a006-c2c4855682b0,17,0.25,3968253.9682539687,TS1,Tissue Slide,0
495b99be-d5ad-444f-a6e8-9b1e6eccab2f,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
b3049b4c-148e-4a62-9cee-8bd1a23b4a4c,16,0.50,1994017.946161516,BS1,Tissue Slide,0
c9dba1bd-1528-471c-8621-d0ffa33807c7,17,0.25,4070004.07000407,TS1,Tissue Slide,0
98c89e96-c323-4fe4-8c98-fd169720f158,15,0.50,1994017.946161516,BS1,Tissue Slide,0
69194c04-d763-4e89-ad37-b1f46b07597d,16,0.50,1994017.946161516,BS1,Tissue Slide,0
d9e73c24-a0a2-487e-aecf-38541154f4f7,14,0.50,1994017.946161516,TS1,Tissue Slide,0
e7e84cf2-c32e-4633-8883-2112a9cdc48a,15,0.25,4061738.424045492,TS1,Tissue Slide,0
c633b267-5ac8-4056-a0e1-672ffec6838c,15,0.50,1994017.946161516,TS1,Tissue Slide,0
f9222f79-5864-4bf4-a406-85bc39e8637e,16,0.50,1994017.946161516,BS1,Tissue Slide,0
